recoding_id;date;CH4;CO;NO;NO_2;O_3;PM10;PM25;SO_2;station
5732;17/02/18 19:00;;0.300000011920928;3;26;49;11;;5;2
5733;17/02/18 19:00;1.10000002384185;0.200000002980232;1;18;56;7;5;5;3
5734;17/02/18 19:00;1.17999994754791;;1;13;;5;;;4
5735;17/02/18 19:00;;0.300000011920928;21;54;34;16;11;;5
5736;17/02/18 20:00;1.39999997615814;0.300000011920928;11;61;32;5;3;10;1
5737;17/02/18 20:00;;0.300000011920928;3;30;50;9;;4;2
5738;17/02/18 20:00;1.10000002384185;0.200000002980232;1;19;59;4;2;5;3
5739;17/02/18 20:00;1.17999994754791;;1;19;;4;;;4
5740;17/02/18 20:00;;0.300000011920928;18;53;40;9;4;;5
5741;17/02/18 21:00;1.40999996662139;0.400000005960464;10;58;33;5;3;9;1
5742;17/02/18 21:00;;0.300000011920928;3;36;46;9;;5;2
5743;17/02/18 21:00;1.10000002384185;0.200000002980232;1;20;58;4;2;5;3
5744;17/02/18 21:00;1.17999994754791;;1;26;;4;;;4
5745;17/02/18 21:00;;0.300000011920928;22;64;31;8;4;;5
5746;17/02/18 22:00;1.41999995708465;0.400000005960464;8;51;40;6;4;8;1
5747;17/02/18 22:00;;0.300000011920928;3;29;52;1;;5;2
5748;17/02/18 22:00;1.10000002384185;0.200000002980232;1;17;61;3;1;5;3
5749;17/02/18 22:00;1.19000005722045;;1;20;;4;;;4
5750;17/02/18 22:00;;0.300000011920928;21;60;34;11;6;;5
5751;17/02/18 23:00;1.39999997615814;0.300000011920928;5;38;50;8;6;8;1
5752;17/02/18 23:00;;0.200000002980232;2;23;59;3;;4;2
5753;17/02/18 23:00;1.09000003337860;0.200000002980232;1;11;70;3;1;4;3
5754;17/02/18 23:00;1.17999994754791;;1;18;;2;;;4
5755;17/02/18 23:00;;0.300000011920928;14;49;43;11;6;;5
5756;18/02/18 00:00;1.39999997615814;0.300000011920928;4;30;58;4;2;8;1
5757;18/02/18 00:00;;0.200000002980232;2;19;64;8;;4;2
5758;18/02/18 00:00;1.09000003337860;0.200000002980232;1;8;74;5;2;4;3
5759;18/02/18 00:00;1.16999995708465;;2;19;;2;;;4
5760;18/02/18 00:00;;0.300000011920928;11;36;55;10;4;;5
5761;18/02/18 01:00;1.39999997615814;0.300000011920928;5;40;46;4;3;8;1
5762;18/02/18 01:00;;0.200000002980232;2;20;59;7;;4;2
5763;18/02/18 01:00;1.10000002384185;0.200000002980232;1;11;67;6;4;4;3
5764;18/02/18 01:00;1.16999995708465;;1;12;;2;;;4
5765;18/02/18 01:00;;0.200000002980232;9;34;53;7;3;;5
5766;18/02/18 02:00;1.39999997615814;0.300000011920928;4;33;51;7;5;7;1
5767;18/02/18 02:00;;0.200000002980232;1;22;55;4;;4;2
5768;18/02/18 02:00;1.09000003337860;0.200000002980232;1;11;64;4;3;4;3
5769;18/02/18 02:00;1.16999995708465;;1;11;;2;;;4
5770;18/02/18 02:00;;0.300000011920928;9;37;47;6;3;;5
5771;18/02/18 03:00;1.39999997615814;0.300000011920928;4;31;51;4;3;7;1
5772;18/02/18 03:00;;0.200000002980232;1;16;58;5;;4;2
5773;18/02/18 03:00;1.10000002384185;0.200000002980232;1;9;63;4;3;4;3
5774;18/02/18 03:00;1.16999995708465;;1;9;;3;;;4
5775;18/02/18 03:00;;0.200000002980232;8;28;53;5;2;;5
5776;18/02/18 04:00;1.40999996662139;0.200000002980232;3;30;47;2;1;7;1
5777;18/02/18 04:00;;0.300000011920928;1;20;52;5;;4;2
5778;18/02/18 04:00;1.09000003337860;0.200000002980232;1;8;58;5;4;4;3
5779;18/02/18 04:00;1.17999994754791;;1;20;;3;;;4
5780;18/02/18 04:00;;0.200000002980232;8;31;49;6;3;;5
5781;18/02/18 05:00;1.39999997615814;0.200000002980232;3;26;51;6;4;7;1
5782;18/02/18 05:00;;0.300000011920928;1;26;37;3;;3;2
5783;18/02/18 05:00;1.10000002384185;0.200000002980232;1;13;44;5;4;3;3
5784;18/02/18 05:00;1.17999994754791;;1;12;;4;;;4
5785;18/02/18 05:00;;0.200000002980232;8;31;48;6;3;;5
5786;18/02/18 06:00;1.39999997615814;0.200000002980232;4;29;51;7;6;7;1
5787;18/02/18 06:00;;0.200000002980232;1;22;40;6;;4;2
5788;18/02/18 06:00;1.10000002384185;0.200000002980232;1;10;42;1;1;3;3
5789;18/02/18 06:00;1.16999995708465;;2;28;;4;;;4
5790;18/02/18 06:00;;0.200000002980232;7;27;53;5;2;;5
5791;18/02/18 07:00;1.40999996662139;0.200000002980232;2;26;53;2;2;6;1
5792;18/02/18 07:00;;0.300000011920928;5;36;16;13;;4;2
5793;18/02/18 07:00;1.12000000476837;0.200000002980232;1;12;23;4;3;3;3
5794;18/02/18 07:00;1.19000005722045;;3;40;;6;;;4
5795;18/02/18 07:00;;0.200000002980232;8;39;23;6;3;;5
5796;18/02/18 08:00;1.44000005722045;0.300000011920928;3;36;44;2;1;7;1
5797;18/02/18 08:00;;0.300000011920928;8;38;8;9;;4;2
5798;18/02/18 08:00;1.12000000476837;0.200000002980232;1;12;23;4;3;3;3
5799;18/02/18 08:00;1.19000005722045;;2;42;;4;;;4
5800;18/02/18 08:00;;0.300000011920928;18;44;12;6;4;;5
5801;18/02/18 09:00;1.40999996662139;0.300000011920928;5;38;44;5;3;7;1
5802;18/02/18 09:00;;0.300000011920928;11;39;11;8;;4;2
5803;18/02/18 09:00;1.12999999523162;0.200000002980232;2;15;17;6;5;3;3
5804;18/02/18 09:00;1.23000001907348;;11;64;;5;;;4
5805;18/02/18 09:00;;0.300000011920928;28;47;8;7;4;;5
5806;18/02/18 10:00;1.39999997615814;0.300000011920928;7;36;50;4;2;9;1
5807;18/02/18 10:00;;0.300000011920928;22;36;17;8;;5;2
5808;18/02/18 10:00;1.14999997615814;0.200000002980232;8;13;13;7;6;4;3
5809;18/02/18 10:00;1.29999995231628;;12;46;;11;;;4
5810;18/02/18 10:00;;0.300000011920928;28;41;18;13;7;;5
5811;18/02/18 11:00;1.40999996662139;0.300000011920928;12;40;49;7;5;11;1
5812;18/02/18 11:00;;0.300000011920928;13;29;38;10;;5;2
5813;18/02/18 11:00;1.11000001430511;0.200000002980232;6;16;46;7;5;4;3
5814;18/02/18 11:00;1.21000003814697;;6;24;;6;;;4
5815;18/02/18 11:00;;0.400000005960464;25;46;33;17;11;;5
5816;18/02/18 12:00;1.39999997615814;0.300000011920928;8;30;59;2;1;11;1
5817;18/02/18 12:00;;0.300000011920928;9;23;57;9;;5;2
5818;18/02/18 12:00;1.10000002384185;0.200000002980232;6;16;60;8;5;5;3
5819;18/02/18 12:00;1.21000003814697;;7;23;;4;;;4
5820;18/02/18 12:00;;0.300000011920928;22;42;50;18;13;;5
5821;18/02/18 13:00;1.39999997615814;0.300000011920928;9;32;61;1;1;14;1
5822;18/02/18 13:00;;0.300000011920928;7;19;66;6;;5;2
5823;18/02/18 13:00;1.10000002384185;0.200000002980232;4;14;70;9;7;4;3
5824;18/02/18 13:00;1.16999995708465;;8;24;;5;;;4
5825;18/02/18 13:00;;0.400000005960464;34;54;48;10;5;;5
5826;18/02/18 14:00;1.39999997615814;0.300000011920928;7;30;68;5;4;13;1
5827;18/02/18 14:00;;0.300000011920928;7;20;72;7;;5;2
5828;18/02/18 14:00;1.09000003337860;0.200000002980232;4;13;75;6;3;4;3
5829;18/02/18 14:00;1.15999996662139;;6;21;;9;;;4
5830;18/02/18 14:00;;0.300000011920928;20;40;62;10;6;;5
5831;18/02/18 15:00;1.39999997615814;0.300000011920928;8;33;66;10;9;14;1
5832;18/02/18 15:00;;0.300000011920928;6;18;77;11;;4;2
5833;18/02/18 15:00;1.08000004291534;0.200000002980232;4;13;81;5;2;5;3
5834;18/02/18 15:00;1.16999995708465;;3;14;;9;;;4
5835;18/02/18 15:00;;0.300000011920928;18;39;65;10;6;;5
5836;18/02/18 16:00;1.40999996662139;0.300000011920928;5;26;70;5;3;14;1
5837;18/02/18 16:00;;0.200000002980232;4;14;77;3;;4;2
5838;18/02/18 16:00;1.08000004291534;0.200000002980232;2;10;81;8;5;4;3
5839;18/02/18 16:00;1.15999996662139;;2;10;;8;;;4
5840;18/02/18 16:00;;0.300000011920928;20;39;62;7;3;;5
5841;18/02/18 17:00;1.39999997615814;0.300000011920928;5;25;70;10;8;14;1
5842;18/02/18 17:00;;0.200000002980232;3;12;77;6;;4;2
5843;18/02/18 17:00;1.08000004291534;0.200000002980232;1;5;82;6;4;4;3
5844;18/02/18 17:00;1.16999995708465;;3;13;;6;;;4
5845;18/02/18 17:00;;0.200000002980232;13;32;65;10;7;;5
5846;18/02/18 18:00;1.39999997615814;0.300000011920928;5;34;61;6;5;13;1
5847;18/02/18 18:00;;0.300000011920928;3;18;71;5;;4;2
5848;18/02/18 18:00;1.09000003337860;0.200000002980232;1;7;78;4;3;4;3
5849;18/02/18 18:00;1.15999996662139;;2;16;;8;;;4
5850;18/02/18 18:00;;0.300000011920928;16;46;56;7;4;;5
5851;18/02/18 19:00;1.40999996662139;0.300000011920928;7;53;44;6;5;15;1
5852;18/02/18 19:00;;0.300000011920928;4;30;58;5;;4;2
5853;18/02/18 19:00;1.09000003337860;0.200000002980232;1;12;71;6;2;3;3
5854;18/02/18 19:00;1.16999995708465;;3;33;;7;;;4
5855;18/02/18 19:00;;0.300000011920928;21;59;38;10;7;;5
5856;18/02/18 20:00;1.40999996662139;0.400000005960464;8;64;34;5;3;14;1
5857;18/02/18 20:00;;0.400000005960464;5;50;39;8;;5;2
5858;18/02/18 20:00;1.10000002384185;0.200000002980232;1;24;57;5;1;3;3
5859;18/02/18 20:00;1.17999994754791;;3;34;;5;;;4
5860;18/02/18 20:00;;0.400000005960464;35;85;22;11;6;;5
5861;18/02/18 21:00;1.41999995708465;0.300000011920928;7;57;37;1;1;13;1
5862;18/02/18 21:00;;0.300000011920928;4;35;50;6;;5;2
5863;18/02/18 21:00;1.09000003337860;0.200000002980232;1;14;65;6;3;4;3
5864;18/02/18 21:00;1.19000005722045;;2;32;;4;;;4
5865;18/02/18 21:00;;0.400000005960464;26;74;27;11;5;;5
5866;18/02/18 22:00;1.41999995708465;0.400000005960464;7;54;38;3;1;10;1
5867;18/02/18 22:00;;0.300000011920928;2;29;52;6;;4;2
5868;18/02/18 22:00;1.10000002384185;0.200000002980232;1;16;62;5;3;4;3
5869;18/02/18 22:00;1.19000005722045;;2;32;;5;;;4
5870;18/02/18 22:00;;0.400000005960464;18;64;31;10;5;;5
5871;18/02/18 23:00;1.39999997615814;0.300000011920928;4;43;44;4;3;9;1
5872;18/02/18 23:00;;0.300000011920928;3;25;54;5;;4;2
5873;18/02/18 23:00;1.09000003337860;0.200000002980232;1;16;60;3;2;4;3
5874;18/02/18 23:00;1.17999994754791;;1;39;;4;;;4
5875;18/02/18 23:00;;0.300000011920928;15;57;33;8;5;;5
5876;19/02/18 00:00;1.40999996662139;0.300000011920928;3;37;48;2;1;8;1
5877;19/02/18 00:00;;0.200000002980232;2;20;58;6;;4;2
5878;19/02/18 00:00;1.09000003337860;0.200000002980232;1;11;63;4;3;4;3
5879;19/02/18 00:00;1.17999994754791;;1;32;;2;;;4
5880;19/02/18 00:00;;0.300000011920928;11;47;39;7;4;;5
5881;19/02/18 01:00;1.39999997615814;0.300000011920928;5;37;46;3;2;9;1
5882;19/02/18 01:00;;0.300000011920928;2;26;51;14;;4;2
5883;19/02/18 01:00;1.10000002384185;0.200000002980232;1;13;60;2;1;4;3
5884;19/02/18 01:00;1.17999994754791;;2;30;;1;;;4
5885;19/02/18 01:00;;0.300000011920928;8;38;45;5;3;;5
5886;19/02/18 02:00;1.39999997615814;0.300000011920928;3;44;38;3;2;8;1
5887;19/02/18 02:00;;0.300000011920928;1;24;50;4;;4;2
5888;19/02/18 02:00;1.10000002384185;0.200000002980232;1;19;53;3;2;4;3
5889;19/02/18 02:00;1.19000005722045;;1;26;;3;;;4
5890;19/02/18 02:00;;0.200000002980232;5;28;51;4;2;;5
5891;19/02/18 03:00;1.40999996662139;0.200000002980232;2;26;52;2;1;8;1
5892;19/02/18 03:00;;0.200000002980232;1;19;56;3;;4;2
5893;19/02/18 03:00;1.10000002384185;0.200000002980232;1;12;58;3;2;4;3
5894;19/02/18 03:00;1.20000004768371;;1;20;;5;;;4
5895;19/02/18 03:00;;0.200000002980232;4;24;53;6;3;;5
5896;19/02/18 04:00;1.38999998569488;0.200000002980232;1;17;59;2;1;8;1
5897;19/02/18 04:00;;0.200000002980232;1;16;57;4;;3;2
5898;19/02/18 04:00;1.10000002384185;0.200000002980232;1;14;51;1;1;4;3
5899;19/02/18 04:00;1.21000003814697;;1;28;;3;;;4
5900;19/02/18 04:00;;0.200000002980232;5;25;52;3;2;;5
5901;19/02/18 05:00;1.39999997615814;0.200000002980232;1;16;61;1;1;7;1
5902;19/02/18 05:00;;0.200000002980232;1;21;43;6;;3;2
5903;19/02/18 05:00;1.11000001430511;0.200000002980232;1;13;39;2;2;4;3
5904;19/02/18 05:00;1.20000004768371;;2;34;;2;;;4
5905;19/02/18 05:00;;0.200000002980232;2;24;44;5;2;;5
5906;19/02/18 06:00;1.40999996662139;0.200000002980232;1;22;55;1;1;7;1
5907;19/02/18 06:00;;0.200000002980232;3;23;42;9;;3;2
5908;19/02/18 06:00;1.10000002384185;0.200000002980232;1;11;37;3;2;3;3
5909;19/02/18 06:00;1.21000003814697;;4;56;;4;;;4
5910;19/02/18 06:00;;0.300000011920928;8;37;32;5;3;;5
5911;19/02/18 07:00;1.41999995708465;0.200000002980232;6;50;33;1;1;7;1
5912;19/02/18 07:00;;0.400000005960464;7;48;15;12;;4;2
5913;19/02/18 07:00;1.11000001430511;0.200000002980232;1;10;43;3;2;3;3
5914;19/02/18 07:00;1.21000003814697;;59;79;;8;;;4
5915;19/02/18 07:00;;0.400000005960464;43;69;12;7;4;;5
5916;19/02/18 08:00;1.42999994754791;0.400000005960464;41;91;9;8;5;7;1
5917;19/02/18 08:00;;0.800000011920929;48;65;1;10;;5;2
5918;19/02/18 08:00;1.11000001430511;0.200000002980232;1;16;26;3;3;3;3
5919;19/02/18 08:00;1.22000002861022;;123;104;;15;;;4
5920;19/02/18 08:00;;1.000000000000000;314;145;2;25;12;;5
5921;19/02/18 09:00;1.42999994754791;0.600000023841857;109;107;6;10;4;9;1
5922;19/02/18 09:00;;0.600000023841857;75;62;1;14;;7;2
5923;19/02/18 09:00;1.11000001430511;0.200000002980232;5;23;16;3;2;4;3
5924;19/02/18 09:00;1.25999999046325;;147;101;;21;;;4
5925;19/02/18 09:00;;0.899999976158142;276;147;2;49;24;;5
5926;19/02/18 10:00;1.41999995708465;0.600000023841857;61;91;15;16;8;10;1
5927;19/02/18 10:00;;0.699999988079071;120;80;5;23;;9;2
5928;19/02/18 10:00;1.13999998569488;0.300000011920928;55;54;7;9;6;6;3
5929;19/02/18 10:00;1.20000004768371;;39;72;;25;;;4
5930;19/02/18 10:00;;0.800000011920929;189;114;5;50;25;;5
5931;19/02/18 11:00;1.40999996662139;0.400000005960464;30;65;35;10;4;13;1
5932;19/02/18 11:00;;0.400000005960464;39;64;24;24;;7;2
5933;19/02/18 11:00;1.12000000476837;0.300000011920928;27;50;28;12;6;5;3
5934;19/02/18 11:00;1.16999995708465;;8;27;;11;;;4
5935;19/02/18 11:00;;0.500000000000000;55;80;25;33;17;;5
5936;19/02/18 12:00;1.40999996662139;0.400000005960464;19;53;47;11;7;15;1
5937;19/02/18 12:00;;0.300000011920928;12;31;50;19;;5;2
5938;19/02/18 12:00;1.11000001430511;0.200000002980232;4;14;62;11;7;4;3
5939;19/02/18 12:00;1.16999995708465;;6;19;;6;;;4
5940;19/02/18 12:00;;0.300000011920928;27;50;43;16;6;;5
5941;19/02/18 13:00;1.38999998569488;0.300000011920928;16;48;52;7;4;13;1
5942;19/02/18 13:00;;0.200000002980232;7;21;61;16;;4;2
5943;19/02/18 13:00;1.12000000476837;0.200000002980232;1;5;74;6;3;3;3
5944;19/02/18 13:00;1.16999995708465;;5;19;;6;;;4
5945;19/02/18 13:00;;0.200000002980232;19;36;55;12;6;;5
5946;19/02/18 14:00;1.38999998569488;0.300000011920928;12;38;60;6;3;12;1
5947;19/02/18 14:00;;0.200000002980232;7;18;69;10;;4;2
5948;19/02/18 14:00;;;;;;;;;3
5949;19/02/18 14:00;1.16999995708465;;5;16;;6;;;4
5950;19/02/18 14:00;;0.200000002980232;15;30;62;6;1;;5
5951;19/02/18 15:00;1.38999998569488;0.300000011920928;10;36;61;4;2;11;1
5952;19/02/18 15:00;;0.200000002980232;5;15;74;5;;4;2
5953;19/02/18 15:00;1.09000003337860;0.200000002980232;2;7;80;2;1;4;3
5954;19/02/18 15:00;1.16999995708465;;4;13;;7;;;4
5955;19/02/18 15:00;;0.300000011920928;20;36;63;10;6;;5
5956;19/02/18 16:00;1.39999997615814;0.300000011920928;10;43;55;8;6;12;1
5957;19/02/18 16:00;;0.200000002980232;4;17;72;4;;4;2
5958;19/02/18 16:00;1.08000004291534;0.200000002980232;1;6;80;2;1;3;3
5959;19/02/18 16:00;1.17999994754791;;4;18;;5;;;4
5960;19/02/18 16:00;;0.300000011920928;26;50;52;12;7;;5
5961;19/02/18 17:00;1.39999997615814;0.300000011920928;14;47;51;8;5;13;1
5962;19/02/18 17:00;;0.300000011920928;4;17;71;2;;4;2
5963;19/02/18 17:00;1.09000003337860;0.200000002980232;1;5;79;2;1;3;3
5964;19/02/18 17:00;1.17999994754791;;6;25;;6;;;4
5965;19/02/18 17:00;;0.300000011920928;37;63;43;12;7;;5
5966;19/02/18 18:00;1.39999997615814;0.400000005960464;16;55;44;11;8;14;1
5967;19/02/18 18:00;;0.200000002980232;5;20;66;5;;4;2
5968;19/02/18 18:00;1.09000003337860;0.200000002980232;1;8;75;3;1;3;3
5969;19/02/18 18:00;1.19000005722045;;7;30;;10;;;4
5970;19/02/18 18:00;;0.300000011920928;32;61;40;12;5;;5
5971;19/02/18 19:00;1.39999997615814;0.400000005960464;14;62;37;10;7;14;1
5972;19/02/18 19:00;;0.200000002980232;4;24;61;9;;4;2
5973;19/02/18 19:00;1.12000000476837;0.200000002980232;1;11;70;5;2;3;3
5974;19/02/18 19:00;1.23000001907348;;8;51;;8;;;4
5975;19/02/18 19:00;;0.400000005960464;36;71;33;11;3;;5
5976;19/02/18 20:00;1.40999996662139;0.400000005960464;15;70;28;6;4;14;1
5977;19/02/18 20:00;;0.300000011920928;4;37;49;8;;4;2
5978;19/02/18 20:00;1.12000000476837;0.200000002980232;1;14;66;2;1;3;3
5979;19/02/18 20:00;1.21000003814697;;6;52;;8;;;4
5980;19/02/18 20:00;;0.400000005960464;39;80;24;14;8;;5
5981;19/02/18 21:00;1.40999996662139;0.400000005960464;14;65;31;7;5;12;1
5982;19/02/18 21:00;;0.300000011920928;4;36;48;8;;4;2
5983;19/02/18 21:00;1.11000001430511;0.200000002980232;1;21;57;2;1;3;3
5984;19/02/18 21:00;1.21000003814697;;3;44;;9;;;4
5985;19/02/18 21:00;;0.400000005960464;24;65;31;11;7;;5
5986;19/02/18 22:00;1.41999995708465;0.400000005960464;11;60;35;9;6;11;1
5987;19/02/18 22:00;;0.300000011920928;3;29;54;5;;4;2
5988;19/02/18 22:00;1.09000003337860;0.200000002980232;1;16;63;5;3;4;3
5989;19/02/18 22:00;1.19000005722045;;2;27;;5;;;4
5990;19/02/18 22:00;;0.400000005960464;21;65;32;10;6;;5
5991;19/02/18 23:00;1.39999997615814;0.300000011920928;5;41;48;9;8;10;1
5992;19/02/18 23:00;;0.300000011920928;2;20;61;4;;4;2
5993;19/02/18 23:00;1.09000003337860;0.200000002980232;1;9;69;3;1;4;3
5994;19/02/18 23:00;1.20000004768371;;2;34;;3;;;4
5995;19/02/18 23:00;;0.300000011920928;16;50;41;9;5;;5
5996;20/02/18 00:00;1.39999997615814;0.300000011920928;5;34;50;4;4;9;1
5997;20/02/18 00:00;;0.300000011920928;2;24;55;6;;4;2
5998;20/02/18 00:00;1.09000003337860;0.200000002980232;1;9;64;2;1;3;3
5999;20/02/18 00:00;1.17999994754791;;1;20;;1;;;4
6000;20/02/18 00:00;;0.300000011920928;8;40;46;6;3;;5
6001;20/02/18 01:00;1.39999997615814;0.300000011920928;6;31;53;1;1;9;1
6002;20/02/18 01:00;;0.200000002980232;3;27;45;8;;4;2
6003;20/02/18 01:00;1.09000003337860;0.200000002980232;1;7;64;1;1;3;3
6004;20/02/18 01:00;1.19000005722045;;11;45;;2;;;4
6005;20/02/18 01:00;;0.300000011920928;2;31;47;7;4;;5
6006;20/02/18 02:00;1.39999997615814;0.300000011920928;2;26;56;4;3;9;1
6007;20/02/18 02:00;;0.200000002980232;2;21;49;5;;3;2
6008;20/02/18 02:00;1.09000003337860;0.200000002980232;1;5;63;2;2;3;3
6009;20/02/18 02:00;1.23000001907348;;1;17;;3;;;4
6010;20/02/18 02:00;;0.200000002980232;2;26;47;4;2;;5
6011;20/02/18 03:00;1.39999997615814;0.200000002980232;1;16;65;3;1;8;1
6012;20/02/18 03:00;;0.300000011920928;2;26;39;4;;3;2
6013;20/02/18 03:00;1.10000002384185;0.200000002980232;1;6;59;1;1;3;3
6014;20/02/18 03:00;1.19000005722045;;1;5;;2;;;4
6015;20/02/18 03:00;;0.200000002980232;6;38;34;6;3;;5
6016;20/02/18 04:00;1.41999995708465;0.200000002980232;1;20;61;1;1;8;1
6017;20/02/18 04:00;;0.200000002980232;1;17;50;3;;3;2
6018;20/02/18 04:00;1.11000001430511;0.100000001490116;1;6;60;1;1;3;3
6019;20/02/18 04:00;1.22000002861022;;1;15;;1;;;4
6020;20/02/18 04:00;;0.200000002980232;5;37;32;8;4;;5
6021;20/02/18 05:00;1.44000005722045;0.300000011920928;6;35;46;3;2;8;1
6022;20/02/18 05:00;;0.200000002980232;2;23;41;4;;3;2
6023;20/02/18 05:00;1.16999995708465;0.200000002980232;1;19;36;3;2;3;3
6024;20/02/18 05:00;1.22000002861022;;1;19;;1;;;4
6025;20/02/18 05:00;;0.200000002980232;3;28;41;2;1;;5
6026;20/02/18 06:00;1.41999995708465;0.200000002980232;3;32;50;3;1;7;1
6027;20/02/18 06:00;;0.300000011920928;8;37;25;7;;3;2
6028;20/02/18 06:00;1.12999999523162;0.200000002980232;1;15;35;3;2;3;3
6029;20/02/18 06:00;1.17999994754791;;1;14;;1;;;4
6030;20/02/18 06:00;;0.300000011920928;31;62;9;4;2;;5
6031;20/02/18 07:00;1.39999997615814;0.200000002980232;11;51;39;1;1;7;1
6032;20/02/18 07:00;;0.300000011920928;5;51;20;5;;3;2
6033;20/02/18 07:00;1.13999998569488;0.200000002980232;1;26;31;4;2;4;3
6034;20/02/18 07:00;1.17999994754791;;3;28;;2;;;4
6035;20/02/18 07:00;;0.400000005960464;80;94;4;12;5;;5
6036;20/02/18 08:00;1.42999994754791;0.400000005960464;41;88;16;8;6;9;1
6037;20/02/18 08:00;;0.600000023841857;53;78;3;8;;6;2
6038;20/02/18 08:00;1.12000000476837;0.200000002980232;1;27;32;5;3;4;3
6039;20/02/18 08:00;1.19000005722045;;9;48;;4;;;4
6040;20/02/18 08:00;;0.699999988079071;138;107;1;23;11;;5
6041;20/02/18 09:00;1.44000005722045;0.600000023841857;66;104;9;15;10;12;1
6042;20/02/18 09:00;;1.000000000000000;147;95;1;19;;9;2
6043;20/02/18 09:00;1.12000000476837;0.200000002980232;12;48;13;3;1;4;3
6044;20/02/18 09:00;1.21000003814697;;13;60;;6;;;4
6045;20/02/18 09:00;;1.200000047683710;259;144;2;28;13;;5
6046;20/02/18 10:00;1.40999996662139;0.600000023841857;40;82;24;10;5;;1
6047;20/02/18 10:00;;0.800000011920929;128;100;5;37;;11;2
6048;20/02/18 10:00;1.12999999523162;0.300000011920928;49;65;8;7;3;5;3
6049;20/02/18 10:00;1.19000005722045;;16;45;;9;;;4
6050;20/02/18 10:00;;0.899999976158142;262;150;4;55;29;;5
6051;20/02/18 11:00;1.39999997615814;0.400000005960464;28;60;40;8;2;11;1
6052;20/02/18 11:00;;0.500000000000000;52;76;22;30;;9;2
6053;20/02/18 11:00;1.12000000476837;0.300000011920928;33;56;31;10;3;6;3
6054;20/02/18 11:00;1.17999994754791;;7;22;;9;;;4
6055;20/02/18 11:00;;0.500000000000000;69;90;21;36;15;;5
6056;20/02/18 12:00;1.39999997615814;0.300000011920928;20;51;48;7;3;10;1
6057;20/02/18 12:00;;0.300000011920928;13;37;51;16;;6;2
6058;20/02/18 12:00;1.09000003337860;0.200000002980232;7;23;60;8;2;5;3
6059;20/02/18 12:00;1.16999995708465;;6;19;;7;;;4
6060;20/02/18 12:00;;;18;44;50;18;7;;5
6061;20/02/18 13:00;1.39999997615814;0.300000011920928;20;51;48;8;4;11;1
6062;20/02/18 13:00;;0.300000011920928;8;21;64;10;;5;2
6063;20/02/18 13:00;1.09000003337860;0.200000002980232;3;9;73;6;1;4;3
6064;20/02/18 13:00;1.16999995708465;;8;27;;9;;;4
6065;20/02/18 13:00;;0.300000011920928;29;50;49;14;6;;5
6066;20/02/18 14:00;1.40999996662139;0.400000005960464;19;51;48;8;4;12;1
6067;20/02/18 14:00;;0.200000002980232;5;14;70;9;;4;2
6068;20/02/18 14:00;1.09000003337860;0.100000001490116;2;6;75;5;2;4;3
6069;20/02/18 14:00;1.16999995708465;;7;22;;12;;;4
6070;20/02/18 14:00;;0.300000011920928;27;47;51;13;4;;5
6071;20/02/18 15:00;1.40999996662139;0.400000005960464;14;46;52;10;5;10;1
6072;20/02/18 15:00;;0.200000002980232;5;18;68;16;;4;2
6073;20/02/18 15:00;1.10000002384185;0.100000001490116;2;7;76;5;1;4;3
6074;20/02/18 15:00;1.16999995708465;;6;18;;10;;;4
6075;20/02/18 15:00;;0.300000011920928;29;51;50;11;4;;5
6076;20/02/18 16:00;1.39999997615814;0.400000005960464;15;50;48;12;9;9;1
6077;20/02/18 16:00;;0.200000002980232;4;16;70;8;;4;2
6078;20/02/18 16:00;1.08000004291534;0.100000001490116;1;5;77;6;3;3;3
6079;20/02/18 16:00;1.16999995708465;;6;23;;6;;;4
6080;20/02/18 16:00;;0.300000011920928;24;48;49;10;3;;5
6081;20/02/18 17:00;1.38999998569488;0.300000011920928;16;50;49;8;4;9;1
6082;20/02/18 17:00;;0.200000002980232;5;17;68;7;;4;2
6083;20/02/18 17:00;1.08000004291534;0.100000001490116;1;7;76;1;1;4;3
6084;20/02/18 17:00;1.16999995708465;;9;31;;9;;;4
6085;20/02/18 17:00;;0.300000011920928;30;54;48;15;7;;5
6086;20/02/18 18:00;1.38999998569488;0.400000005960464;18;55;;10;5;9;1
6087;20/02/18 18:00;;0.200000002980232;4;17;65;10;;3;2
6088;20/02/18 18:00;1.08000004291534;0.100000001490116;1;7;72;4;1;3;3
